UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
1864684,2020-02-26,3000.0,30,Employed - full time,Not Known,0
1865094,2020-02-26,6500.0,48,Employed - full time,Not Known,0
1865651,2020-02-26,5000.0,60,Employed - full time,House / Home improvement,0
1865889,2020-02-26,1000.0,12,Employed - full time,Not Known,0
1866169,2020-02-26,2000.0,12,Employed - full time,Not Known,0
1866951,2020-02-26,1000.0,12,Employed - full time,Wedding,0
1868734,2020-02-26,1500.0,12,Self employed,House / Home improvement,0
1873929,2020-02-26,11500.0,48,Employed - full time,Car,0
1874017,2020-02-26,5000.0,60,Employed - full time,Not Known,0
1874772,2020-02-26,1000.0,12,Employed - full time,Consolidation,0
1875729,2020-02-27,5000.0,36,Self employed,Consolidation,0
1876191,2020-02-27,9000.0,36,Employed - full time,Consolidation,0
1878468,2020-02-27,500.0,12,Employed - part time,Not Known,0
1880142,2020-02-27,10000.0,24,Self employed,Not Known,0
1880488,2020-02-27,3500.0,30,Employed - full time,Not Known,0
1883328,2020-02-27,15000.0,36,Employed - full time,Car,0
1884010,2020-02-27,7500.0,60,Employed - full time,Consolidation,1
1884480,2020-02-27,6500.0,48,Employed - full time,Not Known,0
1884544,2020-02-27,2000.0,12,Employed - full time,Car,1
1884886,2020-02-27,1000.0,12,Employed - full time,House / Home improvement,0
1885397,2020-02-27,1000.0,12,Employed - full time,Consolidation,0
1885860,2020-02-27,2500.0,24,Employed - full time,Consolidation,0
1889236,2020-02-27,1500.0,36,Employed - full time,Not Known,0
1890735,2020-02-27,19000.0,36,Employed - full time,Consolidation,0
1891396,2020-02-27,10000.0,36,Self employed,House / Home improvement,0
1891726,2020-02-27,1000.0,12,Employed - full time,Holiday,0
1892768,2020-02-27,20000.0,60,Employed - full time,Not Known,0
1893818,2020-02-27,6500.0,48,Employed - part time,Not Known,0
1894083,2020-02-27,6500.0,48,Self employed,Not Known,0
1895750,2020-02-27,2000.0,36,Employed - part time,Consolidation,0
1896233,2020-02-27,5000.0,48,Employed - full time,Not Known,0
1897681,2020-02-27,1000.0,12,Employed - full time,Not Known,0
1897785,2020-02-27,3000.0,12,Employed - full time,Consolidation,0
1899356,2020-02-27,2000.0,24,Employed - full time,Not Known,0
1899569,2020-02-27,2000.0,24,Employed - full time,Not Known,0
1900791,2020-02-27,3000.0,36,Employed - full time,Not Known,0
1902720,2020-02-27,4000.0,30,Employed - full time,Not Known,0
1903095,2020-02-27,8000.0,48,Employed - full time,House / Home improvement,0
1903182,2020-02-27,15000.0,60,Employed - full time,Not Known,0
1903968,2020-02-28,9000.0,48,Employed - full time,Not Known,0
1904370,2020-02-28,5000.0,48,Employed - part time,Not Known,0
1904376,2020-02-28,6500.0,48,Employed - full time,Not Known,0
1905419,2020-02-28,1800.0,24,Self employed,Car,0
1905616,2020-02-28,600.0,12,Employed - part time,Not Known,0
1907191,2020-02-28,2000.0,24,Employed - full time,Not Known,0
1907893,2020-02-28,8000.0,48,Employed - full time,Holiday,1
1907964,2020-02-28,14000.0,48,Employed - full time,Car,0
1908801,2020-02-28,7000.0,48,Employed - full time,Car,0
1909221,2020-02-28,10000.0,36,Employed - full time,Not Known,0
1913052,2020-02-28,13500.0,60,Retired,House / Home improvement,1
1913447,2020-02-28,500.0,12,Employed - full time,Not Known,0
1913696,2020-02-28,12000.0,60,Employed - full time,Not Known,0
1914203,2020-02-28,12000.0,60,Employed - full time,Not Known,0
1914862,2020-02-28,6500.0,48,Employed - full time,Not Known,0
1915263,2020-02-28,5000.0,54,Employed - full time,Consolidation,0
1918264,2020-02-28,1000.0,24,Employed - full time,Consolidation,0
1920598,2020-02-28,6500.0,48,Employed - full time,Not Known,0
1922577,2020-02-28,1000.0,12,Employed - full time,House / Home improvement,0
1923362,2020-02-28,4000.0,60,Employed - full time,Not Known,0
1928024,2020-02-28,2500.0,12,Employed - full time,House / Home improvement,1
1928100,2020-02-28,20000.0,60,Employed - full time,Not Known,0
1929061,2020-02-28,3000.0,36,Employed - full time,Not Known,0
1929242,2020-02-28,10000.0,48,Employed - full time,Not Known,0
1930987,2020-02-28,4000.0,36,Self employed,Consolidation,0
1933425,2020-02-28,16000.0,60,Employed - full time,Car,0
1933663,2020-02-28,6500.0,48,Employed - full time,Not Known,0
1933755,2020-02-28,1000.0,60,Self employed,Not Known,0
1934261,2020-02-28,1500.0,36,Employed - full time,Car,0
1934382,2020-02-28,5000.0,42,Retired,Car,0
1934438,2020-02-28,1000.0,12,Employed - full time,Consolidation,0
1934711,2020-02-28,10000.0,60,Self employed,House / Home improvement,0
1935583,2020-02-29,10000.0,60,Employed - full time,Consolidation,0
1936544,2020-02-29,2000.0,12,Employed - full time,Consolidation,0
1937895,2020-02-29,1000.0,12,Employed - full time,Consolidation,0
1938224,2020-02-29,3000.0,48,Employed - full time,Consolidation,0
1938579,2020-02-29,10000.0,60,Employed - full time,Not Known,0
1940990,2020-02-29,2000.0,12,Self employed,Consolidation,0
1943498,2020-02-29,13500.0,36,Self employed,Car,0
1944056,2020-02-29,2000.0,24,Employed - full time,Car,0
1944705,2020-02-29,5000.0,60,Employed - full time,Not Known,0
1944966,2020-02-29,6500.0,48,Employed - full time,Not Known,0
1947480,2020-02-29,1500.0,12,Employed - full time,Not Known,0
1947911,2020-02-29,5000.0,48,Employed - full time,Not Known,0
1950629,2020-02-29,13500.0,48,Employed - full time,Consolidation,0
1951020,2020-02-29,6500.0,48,Employed - full time,Not Known,0
1951166,2020-02-29,8000.0,48,Employed - full time,House / Home improvement,0
1951815,2020-02-29,10000.0,36,Self employed,Car,0
1952374,2020-02-29,10000.0,60,Self employed,Not Known,0
1952728,2020-02-29,6500.0,48,Employed - full time,Not Known,0
1955044,2020-02-29,5000.0,12,Employed - full time,Not Known,0
1957540,2020-02-29,2000.0,48,Retired,Not Known,0
1958493,2020-02-29,9000.0,36,Employed - full time,Car,0
1958543,2020-02-29,20000.0,36,Employed - full time,Not Known,0
1960489,2020-02-29,20000.0,60,Employed - full time,Not Known,0
1961425,2020-02-29,1000.0,36,Employed - full time,Not Known,0
1964569,2020-02-29,3000.0,60,Employed - full time,House / Home improvement,1
1965119,2020-02-29,13000.0,24,Employed - full time,House / Home improvement,0
1965797,2020-02-29,6500.0,48,Employed - full time,Not Known,0
1970762,2020-03-01,10000.0,60,Employed - full time,Not Known,0
1971746,2020-03-01,3000.0,24,Employed - full time,Consolidation,1
1972904,2020-03-01,6500.0,48,Employed - full time,Not Known,0
1973585,2020-03-01,6500.0,48,Employed - full time,Not Known,0
1975700,2020-03-01,20000.0,60,Employed - full time,Not Known,0
1976424,2020-03-01,6500.0,48,Employed - full time,Not Known,0
1978363,2020-03-01,20000.0,48,Self employed,House / Home improvement,0
1978833,2020-03-01,6500.0,48,Employed - full time,Not Known,0
1979832,2020-03-01,8000.0,60,Employed - full time,Car,0
1981227,2020-03-01,10000.0,48,Self employed,Consolidation,0
1983664,2020-03-01,10000.0,60,Employed - full time,Not Known,0
1983785,2020-03-01,15000.0,30,Self employed,Not Known,0
1983833,2020-03-01,15000.0,48,Self employed,Not Known,0
1983939,2020-03-01,10000.0,60,Employed - full time,Consolidation,0
1984313,2020-03-01,6500.0,48,Employed - part time,Not Known,0
1985550,2020-03-01,6500.0,48,Employed - full time,Not Known,1
1987502,2020-03-01,5000.0,24,Employed - full time,Not Known,0
1988563,2020-03-01,1000.0,12,Employed - full time,Not Known,0
1989509,2020-03-01,2000.0,24,Employed - full time,Consolidation,0
1992693,2020-03-01,1000.0,12,Employed - full time,Not Known,0
1994151,2020-03-01,6500.0,48,Self employed,Not Known,1
1994590,2020-03-01,6500.0,48,Employed - full time,Not Known,0
1995223,2020-03-01,7000.0,48,Employed - full time,Car,0
1999079,2020-03-01,2500.0,36,Self employed,Car,0
1999092,2020-03-01,7500.0,36,Self employed,Car,0
1999198,2020-03-01,4000.0,24,Self employed,Car,0
2001421,2020-03-02,6500.0,48,Employed - full time,Not Known,0
2001722,2020-03-02,10000.0,60,Employed - full time,Not Known,0
2003886,2020-03-02,5000.0,36,Employed - full time,Consolidation,0
2004655,2020-03-02,4000.0,24,Employed - full time,Not Known,0
2005869,2020-03-02,5000.0,18,Employed - full time,Consolidation,0
2006026,2020-03-02,1000.0,36,Employed - full time,Not Known,0
2006198,2020-03-02,1000.0,18,Employed - full time,Not Known,1
2006411,2020-03-02,5000.0,36,Employed - full time,Consolidation,0
2006584,2020-03-02,5000.0,36,Employed - full time,Consolidation,0
2006635,2020-03-02,1500.0,24,Employed - full time,Not Known,0
2009416,2020-03-02,15000.0,48,Employed - full time,Not Known,0
2009644,2020-03-02,7500.0,36,Employed - full time,Consolidation,0
2009759,2020-03-02,6000.0,36,Employed - full time,Consolidation,0
2010252,2020-03-02,12500.0,60,Employed - full time,Not Known,0
2010729,2020-03-02,10000.0,60,Employed - full time,Consolidation,0
2012215,2020-03-02,10000.0,60,Employed - full time,House / Home improvement,0
2012241,2020-03-02,10000.0,36,Employed - full time,Not Known,0
2012767,2020-03-02,2000.0,24,Employed - full time,Consolidation,1
2012908,2020-03-02,500.0,12,Employed - full time,Not Known,0
2013824,2020-03-02,20000.0,36,Employed - full time,Not Known,0
2014053,2020-03-02,5000.0,60,Employed - full time,House / Home improvement,0
2015064,2020-03-02,5000.0,36,Employed - full time,Consolidation,0
2015491,2020-03-02,8000.0,36,Employed - full time,Not Known,0
2015999,2020-03-02,8000.0,36,Employed - full time,Not Known,0
2016542,2020-03-02,6500.0,48,Employed - full time,Not Known,0
2017878,2020-03-02,10000.0,48,Employed - full time,Car,0
2022262,2020-03-02,10000.0,60,Employed - full time,House / Home improvement,0
2023102,2020-03-02,5000.0,36,Employed - full time,Not Known,0
2023477,2020-03-02,5000.0,60,Employed - full time,House / Home improvement,0
2023690,2020-03-02,5000.0,60,Employed - full time,Consolidation,0
2024903,2020-03-02,10000.0,60,Employed - full time,Not Known,0
2026138,2020-03-02,8000.0,36,Employed - full time,Car,0
2027596,2020-03-02,15000.0,36,Employed - full time,Car,0
2031261,2020-03-03,5000.0,36,Employed - full time,Consolidation,0
2031546,2020-03-03,7500.0,60,Employed - full time,Not Known,0
2036934,2020-03-03,10000.0,60,Employed - full time,Car,0
2037842,2020-03-03,15000.0,54,Employed - full time,Car,0
2039939,2020-03-03,2000.0,24,Employed - full time,Not Known,0
2040660,2020-03-03,17000.0,60,Employed - full time,Not Known,0
2040797,2020-03-03,6500.0,48,Employed - full time,Not Known,0
2041720,2020-03-03,15000.0,60,Employed - full time,Not Known,0
2042100,2020-03-03,1000.0,24,Employed - full time,Not Known,0
2042355,2020-03-03,7500.0,36,Employed - full time,Not Known,0
2043101,2020-03-03,15000.0,60,Employed - full time,Not Known,0
2044047,2020-03-03,7500.0,48,Employed - full time,Not Known,0
2044418,2020-03-03,8000.0,60,Employed - part time,Consolidation,1
2046899,2020-03-03,5000.0,60,Self employed,Not Known,0
2046916,2020-03-03,7500.0,36,Employed - full time,Car,0
2047700,2020-03-03,6500.0,48,Employed - full time,Not Known,0
2047915,2020-03-03,1000.0,24,Employed - full time,House / Home improvement,0
2048059,2020-03-03,8000.0,54,Employed - full time,Car,0
2048638,2020-03-03,5000.0,36,Employed - full time,Not Known,0
2048755,2020-03-03,20000.0,60,Employed - full time,Not Known,0
2049442,2020-03-03,10000.0,60,Employed - full time,Not Known,0
2051295,2020-03-03,15000.0,60,Employed - full time,Consolidation,0
2051401,2020-03-03,2500.0,24,Employed - full time,Not Known,0
2051989,2020-03-03,6500.0,48,Employed - part time,Not Known,0
2053081,2020-03-03,5000.0,12,Employed - full time,Car,0
2053543,2020-03-03,10000.0,60,Self employed,House / Home improvement,0
2054201,2020-03-03,13000.0,24,Employed - full time,Not Known,0
2054678,2020-03-03,1000.0,12,Self employed,Consolidation,0
2056081,2020-03-03,1500.0,24,Employed - full time,Consolidation,0
2056219,2020-03-03,10000.0,48,Employed - full time,Car,0
2056270,2020-03-03,10000.0,36,Employed - full time,Car,0
2056543,2020-03-03,15000.0,60,Employed - full time,Consolidation,0
2057360,2020-03-03,4000.0,48,Employed - full time,Not Known,1
2057804,2020-03-03,6500.0,48,Self employed,Not Known,0
2058222,2020-03-03,7500.0,36,Employed - full time,Wedding,0
2059387,2020-03-03,15000.0,60,Employed - full time,Car,0
2059626,2020-03-03,2000.0,24,Employed - full time,Consolidation,0
2060466,2020-03-03,1000.0,24,Employed - full time,Not Known,0
2061919,2020-03-03,7500.0,60,Employed - full time,Consolidation,0
2062589,2020-03-04,12000.0,48,Self employed,Car,0
2064506,2020-03-04,15000.0,48,Employed - full time,Not Known,0
2065313,2020-03-04,8000.0,48,Employed - full time,Not Known,0
2066801,2020-03-04,3000.0,60,Employed - full time,Consolidation,0
2067281,2020-03-04,6500.0,48,Employed - full time,Not Known,0
2067385,2020-03-04,4000.0,24,Employed - full time,Holiday,0
2067413,2020-03-04,20000.0,60,Employed - full time,Not Known,0
2067809,2020-03-04,9000.0,12,Employed - full time,House / Home improvement,0
2068301,2020-03-04,600.0,12,Employed - part time,Not Known,0
2068531,2020-03-04,6500.0,48,Employed - full time,Not Known,0
2069553,2020-03-04,2000.0,24,Self employed,Not Known,0
2069684,2020-03-04,5000.0,54,Self employed,Not Known,0
2073222,2020-03-04,2500.0,24,Employed - full time,Not Known,0
2073454,2020-03-04,10000.0,48,Employed - part time,Car,0
2075534,2020-03-04,16000.0,60,Employed - full time,Not Known,0
2076031,2020-03-04,1000.0,12,Employed - full time,Not Known,0
2076182,2020-03-04,3000.0,24,Employed - full time,Consolidation,0
2078801,2020-03-04,5000.0,60,Employed - full time,Not Known,0
2079322,2020-03-04,12000.0,60,Employed - full time,Consolidation,0
2080263,2020-03-04,2000.0,24,Retired,Consolidation,0
2080794,2020-03-04,15000.0,60,Self employed,Car,0
2080926,2020-03-04,6000.0,48,Employed - full time,Consolidation,1
2082485,2020-03-04,8000.0,24,Employed - full time,Consolidation,1
2083781,2020-03-04,12000.0,60,Employed - full time,Not Known,0
2084066,2020-03-04,20000.0,60,Employed - full time,Not Known,0
2084962,2020-03-04,3000.0,60,Employed - full time,House / Home improvement,0
2085071,2020-03-04,5000.0,36,Self employed,Not Known,0
2085864,2020-03-04,15000.0,60,Self employed,Not Known,0
2088217,2020-03-04,11000.0,60,Employed - full time,Not Known,0
2089538,2020-03-04,6500.0,48,Self employed,Not Known,0
2091016,2020-03-04,1000.0,24,Employed - full time,Not Known,0
2091820,2020-03-04,5000.0,24,Employed - part time,Consolidation,0
2091956,2020-03-04,2000.0,24,Employed - full time,Consolidation,0
2092298,2020-03-04,15000.0,36,Employed - full time,Car,0
2092713,2020-03-04,1000.0,12,Employed - full time,Not Known,0
2092806,2020-03-04,6500.0,48,Employed - full time,Not Known,0
2094752,2020-03-05,10000.0,48,Employed - full time,Not Known,0
2094840,2020-03-05,1000.0,18,Self employed,Not Known,0
2096716,2020-03-05,10000.0,60,Employed - full time,Not Known,0
2097310,2020-03-05,6500.0,48,Employed - full time,Not Known,0
2097867,2020-03-05,4000.0,36,Employed - full time,Not Known,1
2098322,2020-03-05,10000.0,60,Employed - full time,Not Known,0
2098980,2020-03-05,3000.0,24,Employed - full time,Car,0
2099248,2020-03-05,500.0,12,Employed - full time,Not Known,0
2100063,2020-03-05,7500.0,60,Employed - full time,Not Known,0
2100384,2020-03-05,6500.0,48,Employed - full time,Not Known,0
2100672,2020-03-05,3000.0,24,Employed - full time,Not Known,1
2102300,2020-03-05,10000.0,60,Self employed,Consolidation,0
2102624,2020-03-05,10000.0,60,Employed - full time,Not Known,0
2105436,2020-03-05,6500.0,48,Employed - full time,Not Known,0
2105873,2020-03-05,18000.0,36,Employed - full time,Not Known,0
2107409,2020-03-05,8000.0,48,Employed - full time,Car,0
2108643,2020-03-05,6500.0,48,Employed - full time,Not Known,0
2109361,2020-03-05,20000.0,60,Employed - full time,House / Home improvement,0
2109524,2020-03-05,10000.0,60,Employed - full time,Car,0
2109995,2020-03-05,500.0,12,Employed - full time,Car,0
2111353,2020-03-05,1000.0,12,Employed - full time,Not Known,0
2112814,2020-03-05,12000.0,60,Employed - full time,Car,0
2113194,2020-03-05,15000.0,60,Employed - full time,House / Home improvement,0
2114320,2020-03-05,10000.0,60,Employed - full time,Car,0
2115681,2020-03-05,6000.0,30,Employed - full time,Not Known,0
2117150,2020-03-05,2000.0,24,Employed - full time,House / Home improvement,0
2117833,2020-03-05,10000.0,60,Employed - full time,Consolidation,0
2119046,2020-03-06,10000.0,48,Employed - full time,Car,1
2119253,2020-03-06,1000.0,18,Employed - full time,Not Known,0
2119646,2020-03-06,1000.0,12,Employed - full time,Car,0
2119647,2020-03-06,500.0,12,Employed - full time,Not Known,0
2120262,2020-03-06,1000.0,24,Employed - full time,Not Known,0
2120494,2020-03-06,13000.0,48,Employed - full time,Not Known,0
2123771,2020-03-06,5000.0,36,Employed - part time,Not Known,0
2129874,2020-03-06,1500.0,36,Employed - full time,Not Known,1
2130863,2020-03-06,5000.0,36,Employed - full time,Consolidation,0
2132687,2020-03-06,6500.0,48,Employed - full time,Not Known,0
2133683,2020-03-06,6000.0,60,Employed - full time,Not Known,1
2136032,2020-03-06,5000.0,36,Employed - part time,Consolidation,0
2138815,2020-03-06,6500.0,48,Employed - full time,Not Known,0
2139037,2020-03-06,6500.0,60,Employed - full time,Consolidation,1
2139444,2020-03-06,6500.0,48,Employed - part time,Not Known,0
2140632,2020-03-06,8000.0,60,Employed - full time,House / Home improvement,1
2141923,2020-03-06,3000.0,60,Employed - full time,Not Known,0
2142672,2020-03-06,7500.0,60,Self employed,Consolidation,0
2143029,2020-03-06,6500.0,48,Self employed,Not Known,0
2144652,2020-03-06,6500.0,48,Employed - full time,Not Known,0
2145406,2020-03-06,6500.0,48,Employed - full time,Not Known,0
2145831,2020-03-06,6500.0,48,Employed - full time,Not Known,0
2145976,2020-03-06,12000.0,48,Employed - full time,Consolidation,0
2147369,2020-03-07,20000.0,60,Employed - full time,Consolidation,0
2148225,2020-03-07,6500.0,48,Employed - full time,Not Known,1
2148237,2020-03-07,18000.0,60,Employed - full time,Consolidation,0
2148271,2020-03-07,2500.0,24,Employed - full time,Not Known,0
2148274,2020-03-07,9000.0,24,Self employed,Car,0
2148285,2020-03-07,15000.0,60,Employed - full time,House / Home improvement,0
2148886,2020-03-07,10000.0,36,Employed - full time,Consolidation,0
2150408,2020-03-07,3000.0,60,Employed - full time,Not Known,0
2151667,2020-03-07,1000.0,24,Employed - full time,Not Known,0
2151995,2020-03-07,4500.0,24,Employed - full time,House / Home improvement,0
2153281,2020-03-07,10000.0,60,Employed - part time,Not Known,0
2153305,2020-03-07,7500.0,48,Self employed,Car,0
2154406,2020-03-07,6500.0,48,Employed - full time,Not Known,0
2154701,2020-03-07,12000.0,54,Employed - full time,Wedding,0
2154993,2020-03-07,2000.0,36,Employed - part time,Holiday,0
2155044,2020-03-07,9000.0,36,Employed - full time,Car,0
2155321,2020-03-07,7000.0,36,Employed - full time,House / Home improvement,0
2155546,2020-03-07,12000.0,48,Employed - full time,Not Known,0
2155925,2020-03-07,20000.0,60,Self employed,Wedding,0
2157061,2020-03-07,15000.0,60,Employed - full time,Not Known,0
2157638,2020-03-07,15000.0,36,Self employed,Not Known,0
2159426,2020-03-07,12000.0,60,Employed - full time,Consolidation,0
2159522,2020-03-07,8000.0,48,Employed - full time,Car,1
2160427,2020-03-07,3000.0,60,Employed - full time,Not Known,0
2160485,2020-03-07,12500.0,48,Employed - full time,Car,0
2160607,2020-03-07,17000.0,60,Employed - full time,Car,0
2162443,2020-03-07,15000.0,60,Employed - full time,Not Known,0
2165274,2020-03-07,6500.0,48,Employed - full time,Not Known,0
2167375,2020-03-07,1000.0,24,Employed - full time,Car,0
2168001,2020-03-07,1000.0,12,Employed - full time,Not Known,0
2168920,2020-03-08,5500.0,48,Employed - full time,Car,0
2169565,2020-03-08,2000.0,24,Self employed,Not Known,0
2169686,2020-03-08,5000.0,24,Employed - full time,Not Known,0
2169717,2020-03-08,1000.0,24,Employed - full time,Car,0
2169840,2020-03-08,5000.0,24,Employed - full time,Not Known,0
2169909,2020-03-08,1000.0,12,Self employed,Not Known,1
2170341,2020-03-08,10000.0,54,Employed - full time,Not Known,0
2170507,2020-03-08,3000.0,60,Employed - full time,Holiday,0
2171920,2020-03-08,6500.0,48,Employed - full time,Not Known,0
2172098,2020-03-08,6500.0,48,Employed - full time,Not Known,0
2172797,2020-03-08,18000.0,48,Employed - full time,Car,0
2173172,2020-03-08,1000.0,24,Employed - full time,Consolidation,0
2173785,2020-03-08,10000.0,24,Self employed,Holiday,0
2176122,2020-03-08,10000.0,48,Employed - full time,Car,0
2176981,2020-03-08,500.0,12,Self employed,Not Known,0
2177274,2020-03-08,5000.0,60,Employed - full time,Not Known,0
2177664,2020-03-08,8000.0,48,Employed - full time,Consolidation,0
2178126,2020-03-08,6500.0,48,Employed - full time,Not Known,1
2179885,2020-03-08,3000.0,36,Employed - part time,Car,0
2180486,2020-03-08,20000.0,60,Employed - full time,Consolidation,0
2182634,2020-03-08,6500.0,48,Employed - full time,Not Known,1
2183100,2020-03-08,2000.0,24,Employed - part time,Not Known,0
2183212,2020-03-08,10000.0,60,Employed - full time,Not Known,0
2183679,2020-03-08,15000.0,48,Employed - full time,Car,0
2186434,2020-03-08,11000.0,36,Employed - full time,Car,0
2187035,2020-03-08,8200.0,36,Self employed,Consolidation,1
2187305,2020-03-08,2500.0,24,Employed - part time,Holiday,0
2189148,2020-03-08,6500.0,48,Employed - full time,Not Known,0
2189178,2020-03-08,1000.0,12,Employed - full time,Not Known,0
2190373,2020-03-08,5000.0,24,Self employed,Car,0
2191033,2020-03-09,2500.0,48,Employed - full time,Not Known,0
2192003,2020-03-09,1000.0,24,Employed - full time,House / Home improvement,0
2192079,2020-03-09,19000.0,60,Employed - full time,Not Known,0
2193415,2020-03-09,2000.0,12,Employed - full time,Not Known,1
2193431,2020-03-09,3000.0,36,Employed - full time,Not Known,0
2194152,2020-03-09,2000.0,12,Employed - part time,Not Known,0
2196825,2020-03-09,15000.0,60,Employed - full time,Not Known,0
2200200,2020-03-09,5000.0,36,Employed - full time,Car,1
2200948,2020-03-09,2000.0,24,Employed - full time,House / Home improvement,0
2202842,2020-03-09,5000.0,48,Employed - full time,House / Home improvement,0
2203610,2020-03-09,15000.0,60,Employed - full time,Consolidation,0
2203750,2020-03-09,6500.0,48,Employed - full time,Not Known,0
2203764,2020-03-09,7500.0,24,Employed - full time,Not Known,0
2203975,2020-03-09,10000.0,60,Employed - full time,Consolidation,0
2204447,2020-03-09,15000.0,60,Employed - full time,Consolidation,0
2206085,2020-03-09,10000.0,48,Self employed,Consolidation,0
2208319,2020-03-09,8000.0,48,Employed - full time,Consolidation,0
2208967,2020-03-09,2000.0,24,Employed - full time,Not Known,0
2209057,2020-03-09,10000.0,48,Employed - full time,House / Home improvement,0
2209390,2020-03-09,7500.0,48,Self employed,Not Known,0
2210367,2020-03-09,6500.0,48,Employed - full time,Not Known,0
2211251,2020-03-09,13791.0,36,Employed - full time,Car,0
2212141,2020-03-09,15000.0,60,Retired,Consolidation,0
2212286,2020-03-09,10000.0,60,Employed - full time,Not Known,0
2212452,2020-03-09,15000.0,60,Employed - full time,Not Known,0
2212501,2020-03-09,9000.0,36,Self employed,Car,0
2215088,2020-03-09,5000.0,60,Employed - full time,House / Home improvement,0
2215230,2020-03-09,6500.0,48,Self employed,Not Known,0
2215947,2020-03-09,1000.0,24,Employed - full time,Mistyped,0
2216538,2020-03-09,5000.0,48,Employed - full time,Not Known,0
2216952,2020-03-09,6500.0,48,Employed - full time,Not Known,0
2219505,2020-03-09,10000.0,36,Employed - full time,House / Home improvement,0
2219684,2020-03-09,8000.0,60,Employed - full time,Not Known,0
2221287,2020-03-10,5000.0,60,Employed - full time,House / Home improvement,0
2221296,2020-03-10,3000.0,12,Self employed,Not Known,0
2221878,2020-03-10,5000.0,24,Employed - full time,Consolidation,0
2222610,2020-03-10,500.0,12,Employed - full time,Not Known,0
2225307,2020-03-10,10000.0,36,Employed - full time,Not Known,0
2227021,2020-03-10,10000.0,60,Employed - full time,Not Known,0
2227428,2020-03-10,10000.0,60,Self employed,Consolidation,0
2228580,2020-03-10,12000.0,60,Employed - full time,Not Known,0
2228902,2020-03-10,7000.0,36,Self employed,Consolidation,0
2232304,2020-03-10,1000.0,12,Employed - full time,Not Known,0
2232520,2020-03-10,15000.0,60,Employed - full time,Not Known,0
2234646,2020-03-10,500.0,24,Employed - full time,Not Known,0
2237067,2020-03-10,3000.0,36,Employed - full time,Consolidation,0
2239561,2020-03-10,5500.0,60,Employed - full time,Car,0
2239584,2020-03-10,1800.0,18,Employed - full time,Not Known,0
2239880,2020-03-10,1500.0,24,Employed - full time,House / Home improvement,0
2241968,2020-03-10,10000.0,60,Employed - full time,Consolidation,0
2243810,2020-03-10,6500.0,48,Employed - full time,Not Known,1
2243953,2020-03-10,1000.0,36,Employed - full time,House / Home improvement,0
2244137,2020-03-10,2000.0,24,Employed - full time,Not Known,0
2244697,2020-03-10,15000.0,48,Employed - full time,Car,0
2246158,2020-03-10,4000.0,36,Employed - full time,Not Known,0
2249949,2020-03-10,15000.0,60,Employed - full time,Not Known,0
2250043,2020-03-10,10000.0,36,Employed - full time,Car,0
2250171,2020-03-10,1000.0,24,Retired,House / Home improvement,0
2250446,2020-03-10,1000.0,60,Employed - full time,House / Home improvement,0
2250965,2020-03-11,15000.0,30,Employed - full time,Not Known,0
2251018,2020-03-11,15000.0,60,Employed - full time,Consolidation,0
2251992,2020-03-11,2000.0,24,Employed - full time,Consolidation,0
2252879,2020-03-11,14000.0,36,Employed - full time,Not Known,0
2253686,2020-03-11,6500.0,48,Employed - full time,Not Known,0
2255205,2020-03-11,1000.0,24,Employed - full time,House / Home improvement,0
2256712,2020-03-11,10000.0,60,Employed - full time,Not Known,0
2258175,2020-03-11,3000.0,24,Employed - full time,Not Known,1
2259868,2020-03-11,1000.0,24,Employed - full time,House / Home improvement,0
2260054,2020-03-11,17200.0,36,Employed - part time,Not Known,0
2263940,2020-03-11,8000.0,24,Employed - full time,Consolidation,0
2264904,2020-03-11,500.0,12,Employed - full time,Consolidation,0
2265130,2020-03-11,15000.0,60,Employed - full time,Consolidation,0
2265774,2020-03-11,6500.0,48,Employed - full time,Not Known,0
2266410,2020-03-11,5000.0,24,Employed - full time,Not Known,0
2266703,2020-03-11,2000.0,24,Employed - full time,House / Home improvement,0
2267506,2020-03-11,6500.0,60,Employed - full time,Car,0
2267761,2020-03-11,7000.0,60,Employed - full time,Consolidation,0
2268880,2020-03-11,10000.0,36,Self employed,Car,0
2270043,2020-03-11,6000.0,36,Employed - full time,Consolidation,1
2270169,2020-03-11,5000.0,60,Employed - full time,Consolidation,0
2270257,2020-03-11,14000.0,60,Employed - full time,Consolidation,0
2270471,2020-03-11,10000.0,36,Employed - full time,Consolidation,0
2270701,2020-03-11,2000.0,30,Employed - full time,Not Known,0
2271443,2020-03-11,20000.0,54,Self employed,Consolidation,0
2274639,2020-03-11,2000.0,36,Employed - full time,Car,0
2274645,2020-03-11,2000.0,24,Employed - full time,Wedding,0
2274942,2020-03-11,20000.0,60,Employed - full time,Not Known,0
2275257,2020-03-11,5000.0,48,Employed - full time,Car,0
2275312,2020-03-11,3000.0,24,Employed - full time,Not Known,0
2275375,2020-03-11,5000.0,36,Employed - full time,Not Known,0
2278439,2020-03-11,7500.0,36,Retired,Purchase,0
2278994,2020-03-11,10000.0,60,Employed - full time,Consolidation,0
2280230,2020-03-11,8000.0,48,Employed - full time,Car,1
2282864,2020-03-11,5000.0,54,Employed - full time,Consolidation,0
2284981,2020-03-11,6500.0,48,Employed - full time,Not Known,0
2288010,2020-03-12,1500.0,60,Retired,Not Known,0
