UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
216009,2020-01-01,7000.0,36,Employed - full time,Not Known,0
217537,2020-01-01,1000.0,60,Employed - full time,Not Known,0
221803,2020-01-01,2000.0,24,Employed - part time,Consolidation,0
222260,2020-01-01,4000.0,48,Employed - full time,Not Known,0
222848,2020-01-01,7000.0,60,Employed - full time,Not Known,0
223136,2020-01-01,2000.0,12,Employed - full time,Not Known,0
225032,2020-01-01,5000.0,30,Retired,Not Known,0
225204,2020-01-01,15000.0,36,Employed - full time,Not Known,0
225703,2020-01-01,1000.0,36,Employed - full time,Consolidation,0
227350,2020-01-01,5000.0,24,Employed - full time,Consolidation,0
227377,2020-01-01,5000.0,36,Employed - full time,Car,0
227892,2020-01-01,6500.0,48,Employed - full time,Not Known,0
228377,2020-01-01,5000.0,36,Employed - full time,House / Home improvement,1
229756,2020-01-01,20000.0,48,Employed - full time,Consolidation,0
229965,2020-01-01,10000.0,36,Employed - full time,Not Known,0
229999,2020-01-01,15500.0,60,Employed - full time,Consolidation,0
231767,2020-01-01,10200.0,60,Employed - full time,Car,0
232307,2020-01-01,500.0,18,Employed - full time,Not Known,1
232669,2020-01-01,17000.0,48,Employed - full time,Consolidation,0
232924,2020-01-01,10000.0,36,Employed - full time,Not Known,0
232938,2020-01-01,10000.0,60,Employed - full time,Car,0
233082,2020-01-01,6500.0,48,Employed - full time,Not Known,0
233128,2020-01-01,2000.0,24,Employed - full time,House / Home improvement,0
233894,2020-01-01,700.0,12,Employed - full time,Not Known,0
236438,2020-01-02,10000.0,36,Employed - full time,Not Known,0
237303,2020-01-02,8000.0,48,Employed - full time,Not Known,0
238604,2020-01-02,1000.0,12,Employed - full time,Not Known,0
239100,2020-01-02,10000.0,24,Employed - full time,Consolidation,0
239650,2020-01-02,10000.0,24,Employed - full time,Not Known,0
239699,2020-01-02,1400.0,12,Employed - full time,Consolidation,0
240674,2020-01-02,20000.0,60,Employed - full time,Not Known,0
241610,2020-01-02,3500.0,60,Employed - full time,Consolidation,0
243530,2020-01-02,20000.0,36,Self employed,Not Known,0
244054,2020-01-02,1500.0,24,Employed - full time,Consolidation,0
244185,2020-01-02,1000.0,12,Employed - full time,Not Known,0
244997,2020-01-02,2000.0,60,Employed - full time,Not Known,0
245810,2020-01-02,6500.0,48,Employed - full time,Not Known,0
247807,2020-01-02,5000.0,60,Self employed,Consolidation,0
248290,2020-01-02,5000.0,24,Employed - full time,Not Known,0
248594,2020-01-02,6000.0,60,Employed - full time,House / Home improvement,0
249840,2020-01-02,20000.0,60,Employed - full time,Consolidation,0
251266,2020-01-02,8000.0,48,Employed - full time,Not Known,0
252583,2020-01-02,10000.0,24,Self employed,Not Known,0
253964,2020-01-02,5200.0,60,Employed - full time,Not Known,0
255595,2020-01-02,2000.0,60,Employed - full time,Not Known,0
257007,2020-01-02,6500.0,48,Employed - full time,Not Known,1
257370,2020-01-02,1000.0,12,Employed - full time,Not Known,0
258900,2020-01-02,2000.0,24,Employed - part time,House / Home improvement,0
260381,2020-01-02,2500.0,60,Employed - full time,Not Known,0
266667,2020-01-02,5000.0,60,Employed - full time,Consolidation,0
267345,2020-01-02,5000.0,48,Employed - full time,Consolidation,0
269187,2020-01-02,9000.0,48,Self employed,Car,0
269512,2020-01-02,10500.0,60,Employed - full time,Not Known,0
269829,2020-01-02,6500.0,48,Employed - full time,Not Known,0
271091,2020-01-02,6000.0,36,Employed - full time,Consolidation,0
272337,2020-01-02,8000.0,48,Employed - full time,Car,0
272581,2020-01-03,12500.0,60,Employed - full time,Not Known,0
272936,2020-01-03,2000.0,18,Employed - full time,Not Known,0
273061,2020-01-03,7000.0,60,Employed - full time,Not Known,0
276261,2020-01-03,4000.0,36,Employed - full time,Not Known,0
277122,2020-01-03,6000.0,36,Employed - full time,Not Known,0
277251,2020-01-03,6500.0,48,Employed - full time,Not Known,0
278709,2020-01-03,5000.0,36,Employed - full time,Not Known,0
278839,2020-01-03,6500.0,48,Employed - full time,Not Known,0
279051,2020-01-03,6500.0,48,Employed - full time,Not Known,0
281296,2020-01-03,10000.0,60,Self employed,Not Known,0
281680,2020-01-03,500.0,12,Employed - full time,Not Known,0
281845,2020-01-03,15000.0,54,Employed - full time,Car,0
283142,2020-01-03,15000.0,30,Employed - full time,Not Known,0
284189,2020-01-03,14000.0,48,Employed - full time,Not Known,0
284406,2020-01-03,1500.0,24,Employed - full time,Not Known,0
284971,2020-01-03,8000.0,60,Employed - full time,Not Known,0
286296,2020-01-03,1500.0,18,Employed - full time,Not Known,0
287342,2020-01-03,2000.0,36,Employed - full time,Not Known,0
287863,2020-01-03,12000.0,60,Self employed,Not Known,0
289958,2020-01-03,500.0,12,Employed - full time,Not Known,0
290091,2020-01-03,10500.0,60,Employed - full time,Consolidation,0
290740,2020-01-03,1000.0,12,Employed - full time,Not Known,0
290922,2020-01-03,5000.0,48,Employed - full time,Not Known,0
291728,2020-01-03,10000.0,60,Employed - full time,Not Known,0
291965,2020-01-03,15000.0,60,Employed - full time,Not Known,0
292069,2020-01-03,13000.0,60,Employed - full time,Consolidation,0
292097,2020-01-03,6000.0,24,Employed - full time,Not Known,0
292125,2020-01-03,10000.0,48,Self employed,Not Known,0
293318,2020-01-03,10000.0,24,Self employed,Consolidation,1
294786,2020-01-03,12000.0,48,Employed - full time,Car,0
294870,2020-01-03,6500.0,48,Employed - full time,Not Known,0
295556,2020-01-03,12000.0,60,Employed - full time,Not Known,0
297260,2020-01-03,500.0,12,Employed - full time,Not Known,0
298571,2020-01-03,1000.0,12,Employed - full time,Consolidation,0
298582,2020-01-03,6500.0,48,Self employed,Not Known,1
298870,2020-01-03,5000.0,60,Employed - full time,Consolidation,0
298988,2020-01-03,10000.0,48,Employed - full time,Not Known,0
299358,2020-01-03,5000.0,36,Self employed,Car,0
299379,2020-01-03,5000.0,36,Employed - full time,Not Known,0
300810,2020-01-03,1000.0,12,Self employed,Not Known,0
300934,2020-01-03,10000.0,24,Employed - full time,Not Known,0
301859,2020-01-03,2000.0,18,Employed - full time,Consolidation,0
304292,2020-01-03,16000.0,36,Employed - full time,Car,0
304600,2020-01-03,1000.0,24,Employed - full time,Not Known,0
305568,2020-01-03,1000.0,24,Employed - full time,House / Home improvement,0
305623,2020-01-03,7000.0,54,Self employed,Holiday,0
307714,2020-01-03,2000.0,24,Employed - full time,Not Known,0
308925,2020-01-03,1000.0,12,Employed - full time,Not Known,0
311269,2020-01-03,3000.0,48,Employed - full time,Not Known,0
311277,2020-01-03,8000.0,36,Employed - full time,Car,0
312130,2020-01-03,10000.0,60,Employed - full time,Consolidation,0
313292,2020-01-04,3000.0,60,Employed - full time,Not Known,0
315470,2020-01-04,14000.0,36,Employed - full time,Not Known,0
315580,2020-01-04,20000.0,24,Self employed,House / Home improvement,0
316843,2020-01-04,3000.0,48,Employed - full time,Not Known,0
318629,2020-01-04,4000.0,36,Employed - full time,Consolidation,0
320883,2020-01-04,6500.0,48,Employed - full time,Not Known,1
321319,2020-01-04,6500.0,48,Self employed,Not Known,0
321981,2020-01-04,20000.0,60,Employed - full time,Not Known,0
322359,2020-01-04,1000.0,30,Employed - full time,Car,0
322784,2020-01-04,8000.0,48,Employed - full time,Not Known,0
323629,2020-01-04,6500.0,48,Employed - full time,Not Known,0
324011,2020-01-04,1000.0,12,Employed - full time,Car,0
330569,2020-01-04,1000.0,24,Employed - full time,Not Known,0
331353,2020-01-04,10000.0,60,Employed - full time,Not Known,0
332011,2020-01-04,15000.0,60,Employed - full time,Not Known,0
332799,2020-01-04,6500.0,48,Employed - part time,Not Known,0
335198,2020-01-04,6500.0,48,Employed - full time,Not Known,0
335537,2020-01-04,7500.0,30,Employed - full time,Not Known,0
337369,2020-01-04,2000.0,12,Employed - full time,Not Known,0
337486,2020-01-04,5000.0,60,Employed - full time,House / Home improvement,0
339122,2020-01-04,6500.0,48,Employed - full time,Not Known,0
339634,2020-01-04,10000.0,48,Employed - full time,House / Home improvement,1
339880,2020-01-04,6500.0,48,Employed - full time,Not Known,0
340797,2020-01-04,6500.0,48,Employed - full time,Not Known,0
341992,2020-01-04,5000.0,60,Employed - full time,Car,0
343144,2020-01-04,5000.0,60,Employed - full time,Not Known,1
343519,2020-01-04,20000.0,60,Employed - full time,House / Home improvement,0
345888,2020-01-05,1000.0,12,Self employed,Car,0
346260,2020-01-05,2000.0,36,Retired,Consolidation,0
347257,2020-01-05,14000.0,54,Employed - part time,Consolidation,0
348158,2020-01-05,6500.0,48,Employed - full time,Not Known,0
348219,2020-01-05,10000.0,60,Employed - full time,Consolidation,0
349311,2020-01-05,12000.0,60,Employed - part time,Not Known,0
349771,2020-01-05,1000.0,12,Employed - full time,Holiday,0
350662,2020-01-05,3000.0,36,Employed - full time,Not Known,0
351012,2020-01-05,10000.0,60,Self employed,Not Known,0
351421,2020-01-05,4000.0,48,Employed - full time,Consolidation,0
353239,2020-01-05,5000.0,36,Employed - full time,Not Known,0
356157,2020-01-05,500.0,12,Employed - part time,Not Known,0
358276,2020-01-05,1500.0,24,Employed - full time,Car,0
358612,2020-01-05,10000.0,60,Employed - full time,Consolidation,0
359354,2020-01-05,17100.0,60,Self employed,Consolidation,0
359736,2020-01-05,10000.0,60,Self employed,Car,0
360555,2020-01-05,1000.0,12,Employed - full time,House / Home improvement,0
361424,2020-01-05,7000.0,36,Retired,Not Known,0
361439,2020-01-05,6500.0,48,Employed - full time,Not Known,0
363845,2020-01-05,16000.0,42,Employed - full time,Consolidation,0
364541,2020-01-05,8000.0,48,Employed - full time,Not Known,1
365286,2020-01-05,10000.0,60,Employed - full time,Not Known,0
365946,2020-01-05,10000.0,36,Employed - full time,House / Home improvement,1
366594,2020-01-05,10000.0,60,Employed - full time,Consolidation,0
366631,2020-01-05,1500.0,36,Retired,Not Known,0
367073,2020-01-05,6500.0,48,Employed - full time,Not Known,0
367535,2020-01-05,7000.0,24,Employed - full time,Not Known,0
368151,2020-01-05,15000.0,48,Employed - full time,Not Known,0
370498,2020-01-06,12000.0,24,Employed - full time,Consolidation,0
371199,2020-01-06,6500.0,48,Employed - full time,Not Known,0
371322,2020-01-06,14000.0,60,Employed - full time,Not Known,0
372666,2020-01-06,6500.0,48,Employed - part time,Not Known,0
372907,2020-01-06,4000.0,60,Employed - full time,Consolidation,1
376118,2020-01-06,15000.0,48,Employed - full time,Not Known,0
377323,2020-01-06,10000.0,60,Employed - full time,Not Known,0
378089,2020-01-06,10000.0,36,Employed - full time,Not Known,0
378104,2020-01-06,10000.0,48,Employed - full time,Consolidation,0
378122,2020-01-06,10000.0,60,Employed - full time,Consolidation,0
378739,2020-01-06,10000.0,60,Employed - full time,Not Known,0
380962,2020-01-06,6500.0,48,Employed - full time,Not Known,0
381272,2020-01-06,7500.0,48,Employed - full time,Consolidation,0
381276,2020-01-06,2000.0,12,Employed - full time,Not Known,0
382198,2020-01-06,1500.0,48,Employed - full time,Not Known,0
382965,2020-01-06,20000.0,60,Employed - full time,Not Known,0
383172,2020-01-06,9500.0,60,Employed - full time,House / Home improvement,0
383733,2020-01-06,4000.0,60,Employed - full time,Not Known,0
385026,2020-01-06,5000.0,42,Employed - full time,Consolidation,0
385478,2020-01-06,10000.0,60,Employed - full time,Car,0
387301,2020-01-06,15000.0,60,Employed - full time,Consolidation,0
387346,2020-01-06,10000.0,48,Employed - full time,Car,0
387485,2020-01-06,15000.0,60,Employed - full time,Not Known,0
389383,2020-01-06,3000.0,42,Self employed,Not Known,0
391896,2020-01-06,10000.0,60,Self employed,Not Known,0
398019,2020-01-06,2000.0,24,Employed - full time,Consolidation,0
398122,2020-01-06,6000.0,60,Self employed,Not Known,0
399081,2020-01-06,1000.0,36,Employed - full time,House / Home improvement,0
399559,2020-01-06,2000.0,48,Employed - full time,Not Known,0
399645,2020-01-06,6500.0,48,Employed - full time,Not Known,0
401313,2020-01-06,10000.0,36,Employed - full time,Not Known,0
401432,2020-01-06,3000.0,60,Employed - full time,Car,0
402001,2020-01-06,6000.0,24,Employed - part time,Car,1
402868,2020-01-06,20000.0,36,Employed - full time,Not Known,0
403232,2020-01-06,18000.0,60,Employed - part time,Not Known,0
406560,2020-01-06,500.0,12,Employed - full time,Not Known,0
407785,2020-01-06,1000.0,24,Employed - full time,Not Known,0
408333,2020-01-06,6000.0,60,Employed - full time,House / Home improvement,0
411248,2020-01-06,2000.0,12,Employed - part time,Car,1
412057,2020-01-06,15500.0,60,Employed - full time,Not Known,0
412451,2020-01-06,500.0,12,Employed - full time,Not Known,0
413147,2020-01-07,500.0,12,Employed - full time,Not Known,0
413981,2020-01-07,15000.0,60,Employed - full time,Holiday,0
414203,2020-01-07,20000.0,60,Employed - full time,Consolidation,0
414730,2020-01-07,10000.0,60,Employed - full time,Consolidation,1
417707,2020-01-07,12000.0,60,Retired,Consolidation,0
417859,2020-01-07,20000.0,60,Employed - full time,Car,0
420282,2020-01-07,14000.0,60,Employed - full time,House / Home improvement,0
422409,2020-01-07,3000.0,36,Employed - full time,Not Known,0
423582,2020-01-07,6000.0,24,Employed - full time,Consolidation,0
426001,2020-01-07,20000.0,54,Self employed,House / Home improvement,0
426356,2020-01-07,500.0,12,Employed - part time,Not Known,0
426945,2020-01-07,2000.0,12,Employed - full time,Not Known,0
427215,2020-01-07,4000.0,36,Employed - full time,Not Known,0
427443,2020-01-07,2000.0,24,Employed - full time,Consolidation,0
430143,2020-01-07,7500.0,48,Employed - full time,House / Home improvement,0
433876,2020-01-07,3500.0,36,Employed - full time,Holiday,0
434956,2020-01-07,1000.0,24,Self employed,Not Known,0
436476,2020-01-07,12000.0,12,Employed - full time,House / Home improvement,0
437385,2020-01-07,5000.0,24,Employed - full time,Consolidation,0
438688,2020-01-07,5000.0,60,Employed - full time,Consolidation,0
438916,2020-01-07,2000.0,36,Employed - full time,Not Known,0
440344,2020-01-07,4000.0,48,Self employed,Consolidation,0
443541,2020-01-07,500.0,12,Employed - part time,Not Known,0
445262,2020-01-07,20000.0,30,Employed - full time,Not Known,0
446598,2020-01-07,15000.0,60,Employed - full time,Not Known,0
448091,2020-01-07,1000.0,12,Employed - full time,Not Known,0
448472,2020-01-07,6000.0,48,Employed - full time,Car,1
449197,2020-01-07,15000.0,60,Employed - full time,House / Home improvement,0
450335,2020-01-07,10000.0,60,Employed - full time,Car,0
450459,2020-01-07,5000.0,12,Employed - full time,Car,1
451198,2020-01-07,6500.0,48,Employed - full time,Not Known,1
452139,2020-01-08,1000.0,54,Employed - part time,House / Home improvement,0
452674,2020-01-08,12000.0,60,Employed - full time,Not Known,0
452736,2020-01-08,8000.0,36,Employed - part time,Consolidation,0
454924,2020-01-08,500.0,18,Employed - part time,Not Known,0
456127,2020-01-08,3000.0,60,Employed - full time,Consolidation,1
457646,2020-01-08,3000.0,60,Employed - full time,Not Known,0
459322,2020-01-08,500.0,24,Employed - part time,Not Known,0
459601,2020-01-08,10000.0,48,Self employed,Not Known,0
460517,2020-01-08,10000.0,42,Employed - full time,Car,1
461164,2020-01-08,8000.0,42,Employed - full time,Car,0
461180,2020-01-08,20000.0,60,Employed - full time,Consolidation,0
462610,2020-01-08,5000.0,60,Employed - full time,Holiday,0
463719,2020-01-08,3000.0,60,Employed - full time,Wedding,0
466756,2020-01-08,5000.0,60,Employed - full time,Not Known,0
467303,2020-01-08,1000.0,24,Employed - full time,House / Home improvement,0
468633,2020-01-08,1000.0,12,Employed - full time,Not Known,1
469875,2020-01-08,1000.0,12,Employed - full time,Not Known,0
470045,2020-01-08,7000.0,48,Employed - full time,Car,0
470519,2020-01-08,500.0,12,Employed - full time,Not Known,0
473029,2020-01-08,10000.0,36,Employed - full time,Car,0
474968,2020-01-08,10000.0,60,Self employed,Car,0
475235,2020-01-08,9000.0,36,Employed - full time,Not Known,0
475612,2020-01-08,6000.0,60,Employed - full time,Not Known,1
477945,2020-01-08,10000.0,60,Retired,Consolidation,0
478153,2020-01-08,1000.0,24,Employed - part time,House / Home improvement,0
478192,2020-01-08,1000.0,24,Employed - full time,Not Known,0
478318,2020-01-08,2000.0,36,Employed - full time,Consolidation,0
479331,2020-01-08,5000.0,24,Employed - full time,Car,0
482248,2020-01-09,2000.0,24,Employed - full time,Consolidation,0
483688,2020-01-09,6500.0,48,Self employed,Not Known,0
484551,2020-01-09,10000.0,36,Self employed,House / Home improvement,0
485317,2020-01-09,1000.0,30,Employed - full time,House / Home improvement,0
488177,2020-01-09,6500.0,48,Employed - full time,Not Known,0
489527,2020-01-09,14000.0,60,Employed - full time,Car,0
490158,2020-01-09,15000.0,60,Employed - full time,Consolidation,0
495453,2020-01-09,6000.0,36,Employed - full time,Not Known,0
497686,2020-01-09,1000.0,24,Employed - full time,House / Home improvement,0
498519,2020-01-09,15000.0,60,Employed - full time,Consolidation,0
499955,2020-01-09,15000.0,36,Employed - full time,Not Known,0
500107,2020-01-09,6500.0,48,Self employed,Not Known,0
500545,2020-01-09,500.0,12,Employed - part time,Not Known,0
501304,2020-01-09,15000.0,60,Self employed,Consolidation,0
501970,2020-01-09,5000.0,36,Employed - full time,Consolidation,0
502032,2020-01-09,6500.0,48,Employed - full time,Not Known,0
502527,2020-01-09,4000.0,24,Employed - full time,Not Known,0
502860,2020-01-09,15000.0,60,Employed - full time,House / Home improvement,0
502911,2020-01-09,6500.0,48,Employed - full time,Not Known,0
503369,2020-01-09,1200.0,12,Employed - full time,Not Known,0
505359,2020-01-09,15000.0,48,Employed - full time,Not Known,0
506176,2020-01-09,6500.0,48,Self employed,Not Known,0
507889,2020-01-09,7000.0,60,Employed - full time,Not Known,0
509310,2020-01-09,8000.0,48,Employed - full time,Car,0
509728,2020-01-10,10000.0,60,Employed - full time,House / Home improvement,0
510618,2020-01-10,1000.0,18,Employed - full time,Consolidation,0
511149,2020-01-10,10000.0,60,Employed - full time,Consolidation,0
514891,2020-01-10,5000.0,36,Employed - full time,Not Known,0
515930,2020-01-10,8500.0,60,Employed - full time,Not Known,1
516478,2020-01-10,12000.0,36,Self employed,Not Known,0
518833,2020-01-10,1200.0,18,Employed - full time,House / Home improvement,0
519321,2020-01-10,1000.0,36,Self employed,Consolidation,0
519377,2020-01-10,1000.0,12,Employed - full time,Not Known,0
519691,2020-01-10,5000.0,24,Employed - full time,Not Known,0
519707,2020-01-10,7000.0,24,Employed - full time,Not Known,0
519727,2020-01-10,4000.0,12,Employed - part time,House / Home improvement,1
520740,2020-01-10,5000.0,48,Employed - full time,Not Known,1
522223,2020-01-10,10000.0,60,Employed - full time,Not Known,0
522387,2020-01-10,5000.0,36,Employed - full time,Not Known,0
525901,2020-01-10,6500.0,48,Employed - part time,Not Known,0
527763,2020-01-10,10000.0,60,Employed - part time,Not Known,0
527840,2020-01-10,2000.0,36,Self employed,Not Known,0
528411,2020-01-10,1000.0,12,Employed - full time,Car,0
528641,2020-01-10,7500.0,48,Employed - full time,Consolidation,0
529942,2020-01-10,7600.0,60,Employed - full time,Not Known,0
531624,2020-01-10,2000.0,36,Employed - full time,Not Known,0
531725,2020-01-10,10000.0,60,Employed - full time,Not Known,0
531928,2020-01-10,4000.0,24,Employed - full time,Not Known,0
532515,2020-01-10,8000.0,48,Employed - full time,Not Known,0
532686,2020-01-10,20000.0,60,Employed - full time,Not Known,0
532699,2020-01-10,6200.0,60,Employed - full time,House / Home improvement,1
533580,2020-01-10,12000.0,48,Employed - full time,Not Known,0
533733,2020-01-10,10000.0,60,Self employed,Not Known,0
534359,2020-01-10,10000.0,60,Employed - full time,Car,0
535170,2020-01-10,15000.0,60,Employed - full time,Not Known,0
536493,2020-01-10,3000.0,12,Employed - full time,Consolidation,0
537523,2020-01-10,2000.0,12,Self employed,Not Known,0
538224,2020-01-10,6000.0,36,Employed - full time,Not Known,0
538892,2020-01-10,7500.0,30,Employed - full time,Not Known,0
538929,2020-01-10,2000.0,60,Retired,Not Known,0
542430,2020-01-10,5000.0,24,Employed - full time,Car,0
542871,2020-01-10,20000.0,36,Self employed,Not Known,0
542943,2020-01-10,7000.0,60,Employed - part time,Not Known,0
547694,2020-01-10,14000.0,54,Employed - full time,Consolidation,0
548147,2020-01-11,8000.0,36,Employed - full time,Car,0
548204,2020-01-11,13500.0,60,Employed - full time,House / Home improvement,0
549442,2020-01-11,10000.0,36,Employed - full time,Not Known,0
551407,2020-01-11,500.0,12,Employed - full time,Not Known,0
553887,2020-01-11,1000.0,12,Employed - full time,Not Known,0
555203,2020-01-11,1000.0,12,Employed - full time,Consolidation,0
556318,2020-01-11,15000.0,60,Employed - full time,Not Known,0
557552,2020-01-11,2500.0,24,Employed - full time,Car,0
560689,2020-01-11,2000.0,36,Employed - full time,Consolidation,1
561166,2020-01-11,2000.0,12,Self employed,Not Known,0
561815,2020-01-11,1000.0,12,Employed - full time,Mistyped,0
563028,2020-01-11,20000.0,48,Employed - full time,Consolidation,0
564347,2020-01-11,1000.0,24,Employed - full time,Not Known,0
566236,2020-01-11,1000.0,12,Employed - full time,Holiday,0
568159,2020-01-11,20000.0,60,Employed - full time,Car,0
569563,2020-01-11,9000.0,48,Employed - full time,Car,0
569579,2020-01-11,7000.0,60,Employed - full time,Not Known,0
571084,2020-01-11,6500.0,48,Employed - full time,Not Known,0
571412,2020-01-11,6500.0,48,Employed - full time,Not Known,0
572266,2020-01-11,6500.0,60,Employed - full time,Not Known,0
574160,2020-01-11,5000.0,30,Employed - full time,Not Known,0
574565,2020-01-11,7000.0,36,Employed - full time,Not Known,1
575413,2020-01-12,20000.0,60,Employed - full time,Not Known,0
575547,2020-01-12,1000.0,12,Employed - part time,Not Known,0
575674,2020-01-12,15000.0,60,Self employed,Not Known,0
576544,2020-01-12,10000.0,60,Employed - full time,Consolidation,0
578699,2020-01-12,1000.0,12,Employed - full time,Not Known,0
579523,2020-01-12,9000.0,60,Self employed,Car,0
579958,2020-01-12,6500.0,48,Employed - full time,Not Known,0
580218,2020-01-12,15000.0,60,Employed - full time,Not Known,0
580300,2020-01-12,13000.0,30,Employed - full time,Car,0
580973,2020-01-12,3500.0,36,Employed - full time,Consolidation,0
582981,2020-01-12,7000.0,48,Employed - full time,Car,1
583072,2020-01-12,3000.0,48,Employed - full time,Not Known,0
583380,2020-01-12,6500.0,48,Employed - full time,Not Known,0
585142,2020-01-12,3000.0,36,Employed - full time,Not Known,1
585350,2020-01-12,10000.0,36,Employed - full time,Car,0
586461,2020-01-12,9000.0,60,Employed - full time,Consolidation,0
587480,2020-01-12,5000.0,60,Employed - full time,Consolidation,0
587761,2020-01-12,15000.0,60,Employed - part time,Consolidation,0
591721,2020-01-12,15000.0,60,Employed - full time,Car,0
592378,2020-01-12,10000.0,36,Employed - full time,Not Known,0
593248,2020-01-12,6500.0,48,Employed - full time,Not Known,0
596903,2020-01-12,2000.0,18,Employed - full time,Not Known,0
598309,2020-01-12,4000.0,48,Employed - part time,Car,0
599030,2020-01-12,5000.0,36,Employed - full time,Not Known,0
600029,2020-01-13,500.0,12,Employed - full time,Not Known,0
600142,2020-01-13,1000.0,36,Employed - full time,Car,0
600992,2020-01-13,5000.0,60,Self employed,Not Known,0
602023,2020-01-13,6500.0,48,Self employed,Not Known,1
602646,2020-01-13,10000.0,48,Employed - full time,Not Known,1
602907,2020-01-13,1500.0,12,Employed - part time,Not Known,0
603114,2020-01-13,1000.0,18,Employed - full time,Not Known,0
603121,2020-01-13,15000.0,60,Employed - full time,Not Known,0
603129,2020-01-13,10000.0,36,Employed - part time,Car,0
605582,2020-01-13,15000.0,60,Employed - full time,Not Known,0
605866,2020-01-13,15000.0,60,Self employed,Not Known,0
606234,2020-01-13,1000.0,12,Employed - part time,Not Known,0
606308,2020-01-13,6000.0,36,Employed - full time,Consolidation,0
611721,2020-01-13,8000.0,60,Employed - full time,Not Known,0
612238,2020-01-13,10000.0,60,Employed - full time,Not Known,0
612901,2020-01-13,10000.0,60,Employed - full time,House / Home improvement,0
612939,2020-01-13,5000.0,36,Employed - full time,Not Known,0
612952,2020-01-13,6500.0,48,Employed - full time,Not Known,0
615058,2020-01-13,13000.0,48,Employed - full time,Consolidation,0
615165,2020-01-13,8000.0,48,Retired,Car,0
616789,2020-01-13,6500.0,48,Employed - full time,Not Known,0
616822,2020-01-13,12000.0,60,Employed - full time,Car,0
618162,2020-01-13,2000.0,24,Employed - full time,Not Known,0
620245,2020-01-13,15000.0,60,Employed - full time,Not Known,0
620787,2020-01-13,1300.0,12,Employed - full time,Not Known,0
622581,2020-01-13,3000.0,36,Self employed,Not Known,0
623602,2020-01-13,10000.0,24,Employed - full time,Not Known,1
625549,2020-01-13,15000.0,36,Self employed,Not Known,0
628139,2020-01-13,10000.0,60,Employed - full time,Not Known,0
628957,2020-01-13,500.0,12,Employed - full time,Not Known,0
629483,2020-01-14,6500.0,48,Employed - full time,Not Known,0
630190,2020-01-14,8000.0,12,Employed - full time,Not Known,0
631317,2020-01-14,5000.0,36,Employed - full time,Not Known,0
633457,2020-01-14,15000.0,12,Employed - full time,House / Home improvement,0
634956,2020-01-14,6000.0,36,Employed - part time,Consolidation,0
635364,2020-01-14,1500.0,12,Self employed,Not Known,1
635532,2020-01-14,20000.0,60,Employed - part time,Not Known,0
635825,2020-01-14,5000.0,24,Employed - full time,Consolidation,0
637248,2020-01-14,13500.0,60,Employed - full time,Not Known,0
637398,2020-01-14,17000.0,60,Self employed,Not Known,0
638511,2020-01-14,2000.0,18,Employed - full time,Not Known,0
642813,2020-01-14,20000.0,60,Employed - full time,Not Known,0
644147,2020-01-14,3500.0,36,Employed - full time,Car,0
644558,2020-01-14,10000.0,36,Employed - full time,House / Home improvement,0
645608,2020-01-14,3000.0,24,Employed - full time,Consolidation,0
646203,2020-01-14,20000.0,30,Employed - full time,Not Known,0
646271,2020-01-14,6500.0,48,Self employed,Not Known,0
646950,2020-01-14,5000.0,60,Employed - full time,Not Known,1
648145,2020-01-14,10000.0,60,Employed - full time,Consolidation,0
649086,2020-01-14,2000.0,12,Employed - full time,Not Known,0
649497,2020-01-14,9000.0,60,Employed - full time,Car,0
650821,2020-01-14,10000.0,60,Employed - full time,Not Known,0
652378,2020-01-14,4994.0,36,Employed - full time,Car,0
652716,2020-01-14,17000.0,60,Employed - full time,Car,0
654253,2020-01-14,10000.0,48,Employed - full time,Car,0
655399,2020-01-14,6000.0,60,Employed - full time,Consolidation,0
656260,2020-01-14,10000.0,48,Employed - full time,Car,0
656486,2020-01-14,8900.0,60,Employed - full time,Not Known,0
656997,2020-01-14,10000.0,36,Employed - full time,Car,0
658020,2020-01-14,6500.0,48,Employed - full time,Not Known,0
659138,2020-01-14,3000.0,24,Employed - full time,Not Known,0
660242,2020-01-14,10000.0,60,Employed - full time,Car,0
660703,2020-01-14,10000.0,36,Employed - full time,Not Known,0
661719,2020-01-14,10000.0,36,Employed - full time,Not Known,0
662466,2020-01-14,5000.0,18,Employed - full time,Consolidation,1
665252,2020-01-15,5000.0,60,Employed - part time,House / Home improvement,1
665616,2020-01-15,6500.0,48,Employed - full time,Not Known,0
666128,2020-01-15,15000.0,60,Employed - full time,Not Known,0
666279,2020-01-15,3000.0,48,Employed - full time,Consolidation,0
667851,2020-01-15,8000.0,24,Employed - full time,Consolidation,1
668378,2020-01-15,6500.0,48,Employed - full time,Not Known,0
668424,2020-01-15,10000.0,60,Employed - full time,Not Known,0
668499,2020-01-15,4000.0,36,Employed - part time,Not Known,1
668541,2020-01-15,500.0,12,Employed - full time,Not Known,0
668857,2020-01-15,2000.0,24,Employed - full time,Car,0
670875,2020-01-15,6500.0,48,Employed - full time,Not Known,0
671372,2020-01-15,2000.0,36,Retired,Not Known,0
672190,2020-01-15,10000.0,24,Employed - full time,House / Home improvement,0
672842,2020-01-15,500.0,12,Employed - full time,House / Home improvement,0
673553,2020-01-15,3000.0,24,Employed - full time,Consolidation,0
